MSZoning,LotShape,HouseStyle,OverallQual,RoofStyle,ExterQual,Foundation,BsmtQual,BsmtExposure,HeatingQC,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageFinish,GarageCars,SaleCondition,LotArea,Neighborhood,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,GrLivArea,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
3,3,7,6,3,3,1,3,0,0,1,1,0,3,3,6,1,5,2,1,0,7200,7,1976,1976,631,410,1041,1125,1977.0,352,296,0,125000
3,0,2,7,1,2,2,2,3,0,0,2,0,3,2,6,0,1,1,2,4,9382,5,1999,2000,0,1468,1468,1479,1999.0,577,120,25,191000
3,3,5,10,1,0,2,0,0,0,1,2,1,3,0,9,1,3,0,3,5,12474,16,2007,2008,1280,402,1682,2332,2008.0,846,196,134,426000
3,3,0,5,1,3,0,3,3,0,1,1,0,4,3,7,0,5,2,1,4,8405,7,1900,1950,241,229,861,1367,1978.0,384,0,130,119000
3,0,5,6,1,3,2,0,3,0,1,2,1,3,2,7,1,3,0,2,4,12209,11,2001,2002,690,114,804,1961,2001.0,560,125,192,215000
3,3,0,5,1,3,1,3,3,2,0,1,0,2,3,5,0,5,2,1,4,10134,17,1940,1950,0,735,735,1034,1940.0,240,0,39,109000
3,3,2,5,1,3,1,3,0,4,1,1,0,3,3,6,0,1,2,1,4,9571,7,1956,1956,739,405,1144,1144,1956.0,596,44,0,129000
3,3,2,5,3,3,1,3,0,4,0,1,0,2,3,6,0,5,1,2,4,7200,5,1972,1972,777,117,894,894,1985.0,600,215,0,123000
3,3,5,5,1,3,1,3,3,4,0,2,0,4,3,8,1,1,1,1,4,7590,12,1962,1962,540,324,864,1812,1962.0,264,0,168,169500
4,3,2,5,1,3,0,1,3,2,0,1,0,2,3,6,0,5,2,1,0,8967,9,1920,1950,0,961,961,1077,1920.0,338,0,0,67000
1,3,5,7,1,2,2,2,3,0,1,2,0,2,2,7,0,1,0,2,4,8125,21,2006,2007,812,280,1092,1550,2007.0,438,0,168,241000
3,1,2,8,1,2,2,2,3,0,1,1,1,1,0,4,2,1,0,2,4,14963,24,1996,1996,786,474,1260,1288,1996.0,500,120,30,245500
3,0,2,7,1,2,2,2,0,0,0,2,0,3,2,6,1,1,0,2,5,8767,5,2005,2005,24,1286,1310,1310,2005.0,400,0,0,164990
3,3,2,5,1,3,2,3,3,0,0,1,0,2,3,4,0,5,2,1,4,10200,19,1940,1997,0,672,672,672,1940.0,240,168,0,108000
3,3,5,8,3,2,2,2,3,2,0,2,1,4,2,10,1,3,0,2,0,12090,15,1998,1998,0,1141,1141,2263,1998.0,420,144,123,258000
3,0,5,6,1,3,2,2,3,2,0,2,1,3,3,7,1,3,0,2,4,10364,8,1995,1996,0,806,806,1572,1995.0,373,0,40,168000
3,0,2,4,1,3,1,3,3,0,1,2,0,3,3,8,1,1,2,2,4,9991,19,1976,1993,1116,165,1281,1620,1993.0,490,120,78,150000
3,3,0,6,1,3,0,3,3,0,0,1,0,3,3,6,0,5,2,1,4,10480,18,1936,1950,0,1064,1064,1639,1936.0,240,0,0,115000
3,3,5,6,1,3,0,2,3,0,0,2,0,4,3,8,0,1,2,1,4,15576,6,1915,1976,0,840,840,1680,1960.0,308,0,0,177000
3,3,5,7,1,2,2,0,3,0,0,2,1,3,2,9,1,1,1,3,5,14154,16,2006,2006,0,1063,1063,2172,2006.0,947,192,62,280000
1,3,5,8,1,2,2,0,3,0,1,2,1,3,0,8,1,1,0,3,5,10800,21,2007,2008,789,245,1034,2078,2008.0,836,0,102,339750
3,3,2,5,1,3,1,3,3,4,0,1,0,3,3,5,0,1,2,1,0,9571,7,1958,1958,0,1276,1276,1276,1958.0,350,0,0,60000
3,3,2,5,3,3,1,3,2,4,1,1,0,3,3,5,0,1,0,2,4,34650,8,1955,1955,1056,0,1056,1056,1955.0,572,264,0,145000
1,1,2,7,1,0,2,0,0,0,1,2,1,2,2,7,1,1,0,2,5,4403,21,2009,2009,578,892,1470,1478,2009.0,484,0,144,222000
4,3,2,5,1,3,1,3,3,2,0,1,0,2,3,5,1,5,2,2,4,8960,17,1927,1950,0,1008,1008,1028,1927.0,360,0,0,115000
3,1,5,7,1,2,2,2,3,0,0,2,1,3,2,9,1,1,2,3,4,11228,20,1993,1993,50,499,1080,2097,1993.0,678,196,187,228000
3,0,2,7,1,2,2,2,0,0,0,2,0,3,2,6,0,1,0,2,5,8899,8,2007,2007,24,1316,1340,1340,2007.0,396,100,30,181134
3,3,5,6,3,3,1,3,3,4,0,1,1,3,3,6,1,1,0,2,4,7844,19,1978,1978,209,463,672,1400,1978.0,440,0,0,149500
3,0,5,6,3,3,0,2,3,4,1,2,1,4,3,10,1,5,2,3,4,22420,6,1918,1950,1128,242,1370,2624,1918.0,864,0,0,239000
3,3,0,5,1,3,0,3,3,1,1,1,1,3,3,7,0,5,2,1,1,8160,7,1940,1950,312,444,756,1134,1940.0,240,0,0,126000
3,3,2,5,1,3,1,3,3,0,1,1,0,3,3,6,1,1,2,1,4,8450,12,1968,1968,775,281,1056,1056,1968.0,304,0,85,142000
4,3,6,7,1,3,2,2,1,0,2,2,0,2,3,8,0,1,0,4,2,7060,11,1997,1998,1309,35,1344,1344,1997.0,784,0,0,206300
3,0,2,6,1,2,1,2,3,2,0,2,0,3,2,8,1,1,0,2,4,16635,14,1977,2000,1246,356,1602,1602,1977.0,529,240,0,215000
3,3,2,5,3,3,1,3,3,0,0,1,0,2,3,4,0,1,1,2,4,21750,11,1954,1954,0,988,988,988,1954.0,520,0,0,113000
3,3,5,8,1,2,2,2,3,2,1,2,1,4,2,8,1,1,0,3,4,9200,15,1998,1998,986,484,1470,2630,1998.0,696,0,66,315000
3,3,2,6,1,3,1,2,3,2,1,1,0,2,3,6,1,1,1,1,4,9000,12,1956,1956,616,580,1196,1196,1956.0,297,0,44,139000
4,3,5,7,1,3,1,3,3,2,0,1,1,3,3,6,2,5,2,1,4,3378,17,1946,1992,0,651,651,1389,1947.0,240,0,0,135000
3,3,7,7,1,2,2,2,1,2,1,2,0,2,2,5,1,1,0,2,4,12800,20,1989,1989,1518,0,1518,1644,1989.0,569,80,0,275000
3,0,2,4,3,3,1,3,3,0,0,1,0,3,3,5,0,5,2,1,4,8593,12,1957,1957,288,619,907,907,1964.0,352,0,0,109008
3,3,2,7,1,2,2,2,3,0,1,2,0,2,2,6,0,1,1,2,5,6762,5,2007,2007,664,544,1208,1208,2007.0,628,105,54,195400
3,0,2,6,1,3,1,2,2,4,1,2,0,3,2,6,1,1,2,2,4,11457,23,1988,1988,1005,387,1392,1412,1988.0,576,0,0,175000
4,3,5,6,1,3,1,3,3,4,0,1,1,2,3,4,0,5,2,1,0,1680,2,1971,1971,387,96,483,987,1971.0,264,0,0,85400
4,3,5,5,1,3,1,3,3,0,1,1,1,2,3,6,0,5,2,2,4,1920,2,1971,1971,471,294,765,1365,1971.0,440,240,36,122500
3,0,5,6,1,3,2,2,3,0,0,2,1,3,3,7,1,1,0,2,4,10839,8,1997,1998,0,926,926,1604,1997.0,470,0,36,181000
3,1,5,7,1,2,2,2,0,0,1,2,1,3,2,6,1,1,1,2,4,10667,5,1996,1996,385,70,799,1661,1996.0,550,158,61,212000
4,3,0,6,1,3,0,1,3,4,0,1,0,2,3,6,0,5,2,2,4,4400,17,1920,1950,0,648,648,1118,1990.0,440,0,0,116000
4,3,1,6,1,2,2,3,3,2,0,1,0,2,3,4,0,5,2,1,4,6000,3,1926,2004,0,884,884,904,1926.0,180,0,0,119000
3,3,2,5,1,3,2,3,3,4,0,1,0,2,2,4,1,5,2,1,4,4280,6,1913,2002,365,75,440,694,1990.0,352,0,0,90350
3,3,0,6,1,3,0,3,2,2,0,1,0,3,2,7,0,5,2,2,4,12354,7,1920,2000,0,684,684,1196,2005.0,528,0,46,110000
3,3,2,10,3,0,2,0,1,0,1,2,0,2,0,10,2,1,0,3,4,15431,16,2008,2008,1767,788,3094,2402,2008.0,672,0,72,555000
4,3,0,5,1,3,2,3,3,4,0,2,0,3,3,8,1,5,2,2,4,6240,3,1930,1992,0,1078,1078,1573,1930.0,360,0,0,162900
3,3,2,7,1,2,2,0,0,0,0,2,0,2,2,6,1,1,0,3,5,3922,0,2006,2007,0,1258,1258,1258,2007.0,648,144,16,172500
3,3,5,7,1,2,2,2,3,0,1,2,1,4,2,8,1,1,2,2,4,8750,5,1994,1995,642,273,915,1908,1994.0,493,144,133,210000
3,3,2,6,3,3,1,3,3,1,0,1,0,3,3,7,1,1,2,2,4,9855,7,1956,1956,0,1436,1436,1689,1956.0,480,0,0,127500
3,0,2,6,1,2,1,3,3,0,0,2,1,2,2,6,1,1,0,2,4,16492,12,1966,2002,247,557,1517,1888,1966.0,578,0,0,190000
3,0,5,7,1,2,2,2,3,2,0,2,1,4,2,10,1,1,0,2,4,11214,8,1998,1999,0,930,930,1886,1998.0,431,89,0,199900
4,3,0,6,1,3,0,3,3,4,0,2,0,3,3,7,1,5,2,1,4,8600,9,1937,1950,0,780,780,1376,1937.0,198,0,0,119500
4,3,0,3,1,3,1,3,3,0,0,1,1,2,3,6,0,5,2,1,4,6000,17,1948,2002,331,318,649,1183,1981.0,308,0,176,120000
4,3,2,6,3,3,0,3,3,0,0,1,0,2,2,5,0,5,2,1,4,5684,17,1930,2005,0,813,813,813,1932.0,270,0,113,110000
3,0,2,7,1,3,1,2,1,4,1,2,0,2,2,5,2,1,2,2,4,70761,4,1975,1975,655,878,1533,1533,1975.0,576,200,54,280000
3,0,5,6,3,2,2,0,3,0,1,2,1,3,3,7,0,1,0,2,4,9303,23,1996,1997,742,130,872,1756,1996.0,422,144,122,204000
1,3,5,8,1,2,2,2,3,0,0,2,1,3,2,6,0,1,1,2,4,9000,21,2008,2008,0,768,768,1590,2008.0,676,0,30,210000
3,3,2,5,1,3,1,3,3,4,2,2,0,4,3,8,0,5,2,2,3,9297,11,1976,1976,1606,122,1728,1728,1976.0,560,0,0,188000
3,3,2,7,3,3,1,3,3,1,0,1,1,3,3,6,1,1,2,2,4,9600,14,1973,1973,916,326,1242,1242,1973.0,528,0,0,175500
4,3,5,5,1,3,0,3,3,1,0,1,0,4,3,7,0,5,2,3,0,4571,17,1916,1950,0,624,624,1344,1916.0,513,0,0,98000
3,0,2,4,0,3,1,2,1,0,1,1,0,2,2,6,2,1,0,2,4,53227,4,1954,1994,1116,248,1364,1663,1954.0,529,224,137,256000
4,3,5,8,3,3,2,3,3,1,0,1,0,3,2,7,1,5,2,1,4,5100,17,1925,1996,0,588,588,1666,1925.0,228,192,63,161000
3,0,0,5,1,3,1,3,3,4,1,1,0,3,2,5,1,5,2,1,4,7015,3,1950,1950,185,524,709,1203,1950.0,352,0,0,110000
1,0,5,8,1,2,2,2,3,0,1,2,1,3,3,8,0,3,0,2,5,8004,21,2009,2009,544,288,832,1935,2009.0,552,0,150,263435
3,3,5,7,1,2,2,2,3,0,1,1,0,3,2,6,0,5,1,2,4,7200,18,1936,2007,350,0,560,1135,1971.0,576,256,0,155000
3,0,2,5,1,3,1,3,3,2,0,1,0,3,3,5,1,5,2,1,4,8281,19,1965,1965,553,0,864,864,1965.0,360,0,0,62383
3,0,5,6,3,3,1,3,3,1,0,1,1,3,3,6,1,5,2,1,4,11988,6,1934,1995,326,389,715,1660,1939.0,240,0,0,188700
4,3,2,7,3,2,2,2,3,0,0,2,0,2,2,6,1,1,0,2,4,3072,0,2004,2004,0,1375,1375,1414,2004.0,398,144,20,178740
3,3,2,7,0,3,1,3,1,4,1,1,0,2,3,5,1,1,2,2,4,10628,12,1970,1970,778,499,1277,1277,1970.0,526,0,0,167000
3,3,5,5,1,3,1,3,3,0,0,1,1,3,2,7,2,1,2,1,4,9480,12,1942,1995,386,342,728,1644,1942.0,312,168,0,146500
3,0,2,8,1,2,2,2,3,0,0,2,0,3,2,7,1,1,1,3,4,11428,16,2006,2006,0,1626,1626,1634,2006.0,866,0,44,250000
3,0,5,6,1,2,2,2,3,0,0,2,1,3,2,7,0,1,1,2,4,9291,20,1993,1993,426,406,832,1710,1993.0,506,144,70,187000
3,0,2,8,1,2,2,2,0,4,1,1,1,1,2,4,0,1,1,2,4,6820,22,1985,1985,368,0,1488,1502,1985.0,528,0,54,212000
3,3,5,7,4,3,1,2,3,4,0,2,1,3,3,8,1,1,1,2,4,11952,14,1977,1977,0,808,808,1969,1977.0,534,0,0,190000
4,3,7,6,1,3,2,2,1,0,1,1,0,2,3,5,0,2,1,2,4,3675,7,2005,2005,459,88,547,1072,2005.0,525,0,28,148000
3,0,2,8,1,2,2,0,1,0,1,2,0,2,2,7,1,1,1,3,5,14977,16,2006,2007,1350,626,1976,1976,2006.0,908,250,63,440000
3,3,2,8,1,2,2,2,0,0,1,2,0,2,0,6,0,1,1,2,4,5330,22,2000,2000,1196,298,1494,1652,2000.0,499,96,48,251000
3,3,2,5,3,3,1,3,3,4,1,1,0,2,3,5,0,5,2,2,4,8480,19,1963,1963,630,340,970,970,1996.0,624,0,24,132500
3,3,2,6,1,3,2,2,1,0,1,2,0,3,2,7,1,1,0,2,4,13125,5,1997,1998,994,484,1478,1493,1997.0,508,140,39,208900
3,3,5,9,3,0,2,2,0,0,0,2,1,3,0,9,1,3,0,3,4,13693,16,2006,2006,0,2153,2153,2643,2006.0,694,414,84,380000
3,3,2,8,3,2,2,0,1,0,1,2,0,3,2,7,1,1,1,3,4,10637,5,2007,2008,1288,417,1705,1718,2007.0,826,208,44,297000
4,3,2,4,3,3,0,1,3,4,0,1,0,2,3,7,0,5,2,2,2,5925,17,1937,2000,168,739,907,1131,1995.0,672,0,72,89471
3,0,2,9,3,2,2,0,1,0,1,2,0,3,2,8,1,1,0,3,4,16033,16,2004,2005,1261,572,1833,1850,2004.0,772,519,112,326000
3,0,2,9,3,2,2,0,1,0,1,2,0,2,0,6,1,1,0,3,4,11846,16,2003,2004,1567,225,1792,1792,2003.0,874,206,49,374000
4,3,5,7,1,2,2,3,3,0,1,1,1,4,0,7,1,1,2,1,4,2500,17,1915,2005,299,611,910,1826,1915.0,164,0,0,155000
4,3,2,6,3,3,2,0,3,0,1,2,0,2,3,5,0,1,2,2,4,4500,11,1998,1998,897,319,1216,1216,1998.0,402,0,125,164000
3,0,2,5,1,3,1,3,3,2,1,1,0,3,2,6,0,5,2,1,4,7758,19,1962,2001,588,411,999,999,1963.0,264,0,132,132500
3,3,2,5,1,2,1,3,3,2,0,1,0,3,2,5,1,1,2,1,4,9600,12,1950,2007,607,506,1113,1113,1950.0,264,0,80,147000
3,3,2,5,3,3,1,3,3,4,1,1,1,3,3,6,0,1,1,2,4,10289,12,1965,1965,836,237,1073,1073,1965.0,515,0,0,156000
3,0,2,5,1,3,1,2,0,2,0,2,0,3,3,7,1,1,2,2,4,12243,14,1971,1971,998,486,1484,1484,1971.0,487,224,0,175000
3,3,0,5,1,3,1,3,3,4,0,2,0,3,3,10,1,1,2,2,4,10800,17,1900,1970,664,290,954,2414,1970.0,520,142,0,160000
4,3,6,4,1,3,1,2,0,4,1,1,0,1,2,3,0,1,2,1,4,1526,10,1970,2002,515,115,630,630,1970.0,286,0,0,86000
4,3,5,5,1,3,2,2,2,4,0,1,1,3,3,4,1,3,0,1,4,2665,10,1976,1976,0,264,264,1304,1976.0,336,141,24,115000
3,3,0,6,1,3,1,3,3,4,1,1,0,3,1,5,2,1,2,1,4,9490,12,1941,1950,403,238,806,1578,1941.0,240,0,0,133000
3,0,5,6,1,2,2,2,3,2,0,2,1,3,3,8,0,1,1,2,5,15578,8,2006,2006,0,728,728,1456,2006.0,429,0,0,172785
3,3,2,5,1,3,1,3,3,4,0,1,1,3,3,6,1,5,2,1,4,7931,12,1960,1960,374,363,1269,1269,1964.0,308,0,0,155000
4,3,2,5,1,3,0,1,3,2,0,1,0,2,3,4,0,1,2,1,4,5784,17,1938,1996,0,190,190,886,1938.0,273,144,20,91300
3,0,2,8,3,2,2,2,3,0,1,3,0,4,2,10,1,1,1,2,4,12692,15,1992,1993,1231,1969,3200,3228,1992.0,546,264,75,430000
3,3,0,7,1,3,2,3,3,0,1,2,0,4,3,8,0,5,2,1,4,9120,3,1925,1950,329,697,1026,1820,1925.0,240,0,100,184000
3,3,2,5,3,3,2,3,3,0,0,1,0,3,2,5,0,1,0,1,4,7800,19,1967,2004,450,414,864,899,1967.0,288,64,0,130000
3,0,2,5,1,3,1,3,3,1,0,1,0,2,3,5,0,1,0,1,4,7535,12,1958,1985,111,522,912,912,1958.0,297,12,285,120000
4,3,5,6,1,3,1,3,3,4,0,1,1,3,3,7,0,5,2,1,4,1890,2,1973,1973,356,316,672,1218,1973.0,264,144,28,113000
1,3,5,7,1,2,2,2,3,2,0,2,1,3,2,7,0,1,1,2,4,9803,21,2005,2005,400,466,866,1768,2005.0,603,0,108,226700
3,3,2,5,3,3,1,3,3,0,1,1,0,2,3,6,0,5,2,2,4,9170,7,1965,1965,698,420,1214,1214,1965.0,461,0,0,140000
3,0,2,7,1,3,1,3,3,4,1,2,0,1,3,6,2,1,0,2,4,15602,6,1959,1997,1247,254,1501,1801,1959.0,484,0,54,289000
3,3,5,6,1,3,1,3,3,4,0,2,1,3,3,6,1,1,2,2,4,2308,13,1974,1974,257,103,855,1322,1974.0,440,260,0,147000
4,3,5,5,3,3,1,3,3,2,0,2,0,4,3,10,0,5,2,2,4,7596,17,1952,1952,0,960,960,1960,1952.0,400,0,0,124500
3,0,5,8,1,2,2,2,3,0,0,2,1,3,2,8,1,1,1,2,4,9554,20,1993,1994,380,397,777,1911,1993.0,471,182,81,215000
1,0,2,6,1,2,2,2,3,0,0,2,0,2,2,4,0,1,0,2,5,7862,21,2009,2009,27,1191,1218,1218,2009.0,676,0,102,208300
4,3,5,7,2,3,0,3,3,0,0,2,0,3,2,7,1,5,2,2,4,9600,17,1928,2005,141,548,689,1378,1928.0,360,0,0,161000
3,3,2,5,1,3,1,3,3,0,1,1,0,3,3,6,0,1,1,1,4,9600,12,1959,1959,991,50,1041,1041,1959.0,270,224,88,124500
3,3,2,5,3,2,1,3,3,0,1,1,0,2,3,6,2,4,2,1,4,14559,12,1951,2000,650,178,1008,1363,1951.0,288,324,42,164900
3,0,2,7,1,2,2,2,3,0,0,2,0,2,2,6,1,1,1,2,5,6792,16,2005,2006,0,1368,1368,1368,2005.0,474,132,35,202665
3,3,2,5,1,3,1,3,3,4,1,1,0,3,3,5,0,5,2,2,4,9100,12,1958,1958,521,169,864,864,1964.0,624,0,0,129900
3,3,2,6,1,3,2,3,3,4,0,1,1,3,3,5,0,1,2,2,4,9187,11,1983,1983,336,748,1084,1080,1983.0,484,120,0,134000
3,3,1,5,1,3,0,3,3,1,0,1,0,2,3,5,0,5,2,1,4,10594,6,1926,1950,0,768,768,789,1926.0,200,0,0,96500
3,3,2,10,3,0,1,0,3,0,1,2,1,3,0,9,1,1,0,3,5,12220,16,2009,2009,1436,570,2006,2020,2009.0,900,156,54,402861
3,0,7,6,1,3,1,3,3,4,0,2,1,3,3,7,1,1,1,2,0,10448,14,1972,1972,0,689,689,2119,1972.0,583,0,104,158000
3,0,5,7,1,2,2,2,3,0,0,2,1,3,2,7,1,1,1,3,4,10208,15,1996,1997,0,1264,1264,2344,1996.0,889,220,0,265000
3,0,5,6,1,3,2,2,2,0,1,2,1,3,3,7,0,1,1,2,4,9531,5,1998,1998,706,88,794,1796,1998.0,546,0,36,211000
3,3,5,7,2,2,0,2,3,0,0,1,1,3,2,9,2,5,2,1,4,10918,6,1926,2004,0,1276,1276,2080,1926.0,282,0,0,234000
3,0,2,6,1,3,1,3,3,0,0,1,1,3,3,6,2,1,2,1,4,11988,12,1957,1957,777,467,1244,1244,1957.0,336,0,40,150000
4,3,0,6,1,3,1,3,3,0,0,2,0,3,3,7,2,5,2,2,4,5000,3,1947,1950,399,605,1004,1664,1950.0,420,0,24,159000
3,0,5,10,3,0,2,0,1,0,1,3,1,3,0,11,1,3,0,3,5,40094,7,2007,2008,2260,878,3138,4676,2007.0,884,208,406,184750
3,0,5,7,1,2,2,2,3,0,1,2,1,3,2,8,1,1,0,3,4,11787,15,1996,1997,719,660,1379,2398,1996.0,834,239,60,315750
1,3,2,7,1,2,2,2,3,0,0,2,0,3,2,6,1,1,2,2,4,7500,21,2005,2005,0,1257,1257,1266,2005.0,453,38,144,176000
3,3,2,5,3,3,1,2,3,4,0,1,0,2,3,4,0,1,2,1,4,13300,12,1956,2000,377,551,928,928,1956.0,252,261,0,132000
3,0,5,9,3,0,2,0,0,0,1,2,1,3,0,11,1,1,0,3,5,14948,16,2008,2008,1330,122,1452,2713,2008.0,858,126,66,446261
3,3,7,6,1,2,1,2,0,0,1,2,0,3,2,5,1,1,1,2,0,10200,23,1988,1989,783,678,1461,1509,1988.0,600,224,0,175000
4,0,5,6,1,3,0,1,2,0,0,2,0,3,3,6,0,5,0,2,4,6155,3,1920,1999,0,611,611,1362,1920.0,502,0,0,128000
3,0,5,8,1,2,2,0,0,0,0,2,1,3,2,6,1,1,0,2,4,9056,8,2004,2004,0,707,707,1414,2004.0,403,100,35,178000
3,0,5,7,1,3,2,2,0,0,0,2,1,3,2,8,0,1,0,2,4,8924,5,1998,1999,0,880,880,1724,1998.0,527,120,155,188000
3,0,2,4,3,3,1,3,3,4,0,1,0,3,3,5,0,5,2,2,4,12735,12,1972,1972,600,264,864,864,1980.0,576,216,0,111250
3,0,2,5,3,3,1,3,3,4,0,1,1,3,3,7,1,1,2,1,4,11553,19,1968,1968,673,378,1051,1159,1968.0,336,466,0,158000
3,3,2,8,1,2,2,2,0,0,1,2,0,3,2,6,1,1,1,2,4,11423,5,2001,2002,1358,223,1581,1601,2001.0,670,180,0,272000
3,3,2,9,3,0,2,0,0,0,1,2,0,2,0,8,1,1,0,3,4,14601,23,2006,2006,1260,578,1838,1838,2006.0,765,270,68,315000
3,3,5,8,1,2,2,2,3,0,0,2,1,4,2,8,1,3,0,3,4,11000,15,2000,2000,0,969,969,2285,2000.0,648,0,56,248000
3,3,2,7,3,2,2,0,3,0,1,2,0,3,2,7,1,1,0,2,4,10140,14,1998,1999,144,379,1650,1680,1998.0,583,78,73,213250
2,3,6,7,1,3,2,2,0,0,1,1,0,1,3,4,0,1,0,1,4,4058,12,1998,1998,584,0,723,767,1998.0,367,120,40,133000
3,0,5,7,1,2,2,2,0,0,1,2,1,3,2,7,1,1,1,2,5,17104,8,2006,2006,554,100,654,1496,2006.0,426,100,24,179665
3,0,0,7,1,2,2,2,3,2,0,2,1,4,2,9,0,1,2,3,4,13837,14,1988,1988,1002,0,1204,2183,1988.0,786,0,0,229000
3,0,0,6,1,3,0,2,3,0,0,1,1,3,3,6,1,5,2,2,4,8737,3,1923,1950,300,765,1065,1635,1950.0,440,0,38,210000
3,3,6,5,1,3,1,2,0,0,1,1,0,2,3,5,0,5,2,2,4,7244,11,1970,1970,619,149,768,768,1987.0,624,104,0,129500
4,0,2,5,1,3,1,3,3,4,1,1,0,2,3,4,0,5,1,2,4,8235,17,1955,1995,180,0,825,825,1963.0,720,140,50,125000
1,3,5,7,1,2,2,2,3,0,0,2,1,4,2,8,1,3,0,2,4,9375,21,2003,2004,0,912,912,2094,2003.0,615,182,182,263000
3,3,2,6,1,3,1,2,3,4,0,2,0,2,3,4,0,1,1,2,0,4043,13,1977,1977,559,510,1069,1069,1977.0,440,0,55,140000
4,3,2,5,3,3,1,3,3,2,0,1,0,3,3,5,0,1,0,1,4,6000,17,1957,1957,308,620,928,928,1957.0,288,0,0,112500
3,0,2,8,1,2,2,0,0,0,0,2,0,3,2,7,1,1,1,3,4,11146,16,2006,2006,0,1709,1709,1717,2006.0,908,169,39,255500
3,3,5,7,1,2,2,2,3,0,1,2,1,3,2,8,1,3,1,3,4,10625,16,2003,2004,866,132,998,2046,2003.0,871,320,62,284000
4,3,1,5,1,3,0,3,3,4,0,1,0,2,3,5,1,5,2,1,4,6380,3,1922,1950,0,993,993,1048,1922.0,280,0,0,113000
3,0,2,5,1,3,1,3,3,4,1,1,0,2,3,6,1,1,0,1,4,14850,12,1957,1957,895,197,1092,1092,1957.0,299,268,0,141000
0,3,0,4,1,3,1,3,3,2,0,1,1,3,3,7,0,4,2,1,4,11040,9,1920,1950,637,0,637,1336,1994.0,570,0,47,108000
3,1,5,7,1,3,2,2,1,0,0,2,1,3,3,6,1,1,2,2,4,21872,8,1996,1997,604,125,729,1446,1996.0,406,264,22,175000
3,3,2,7,1,2,2,2,1,0,0,2,0,2,2,7,1,1,0,2,4,3196,0,2003,2004,0,1374,1374,1557,2003.0,420,143,20,234000
3,0,2,5,3,3,1,2,3,4,1,1,1,3,3,5,1,5,2,2,4,11341,19,1957,1996,1302,90,1392,1392,1957.0,528,0,0,121500
3,3,2,5,1,3,1,2,0,2,1,1,0,2,3,6,1,1,1,2,4,10010,11,1974,1975,1071,195,1389,1389,1975.0,418,240,38,170000
3,3,0,6,1,3,0,2,2,0,0,2,0,4,3,8,1,5,0,2,4,21780,7,1918,1950,0,1163,1163,1674,1955.0,396,72,36,185000
3,0,5,7,1,2,2,2,3,0,1,2,1,4,2,9,1,1,1,2,4,13346,15,1992,2000,728,367,1095,2295,1992.0,590,0,40,268000
3,3,5,6,1,3,2,2,3,4,1,1,1,4,1,6,0,5,2,1,4,6858,18,1915,1950,0,806,806,1647,1920.0,216,0,66,128000
3,0,5,9,3,2,2,2,3,0,0,2,1,4,0,11,1,3,0,3,4,11198,22,2005,2007,0,1122,1122,2504,2005.0,656,144,39,325000
3,0,2,7,1,2,2,2,3,0,0,2,0,3,2,7,0,1,1,2,4,10171,16,2004,2004,2,1515,1517,1535,2004.0,532,0,0,214000
3,0,0,8,1,2,1,2,1,0,1,1,1,1,2,5,1,3,0,2,4,12327,20,1983,2009,1441,55,1496,2132,1983.0,612,349,40,316600
3,0,6,5,1,3,1,2,1,4,1,1,0,2,3,4,2,5,2,2,4,7032,12,1979,1979,943,0,943,943,1979.0,600,42,0,135960
3,0,2,5,1,3,1,3,3,4,0,2,0,6,3,10,0,5,2,2,4,13101,12,1965,1965,231,1497,1728,1728,1987.0,576,0,0,142600
3,3,2,6,1,3,1,3,3,0,1,1,0,2,2,4,0,1,2,1,0,7332,12,1959,1959,414,450,864,864,1959.0,288,168,0,120000
3,0,5,7,1,3,2,0,0,2,0,2,1,3,2,6,0,1,1,2,5,13159,23,2009,2009,0,846,846,1692,2009.0,650,208,114,224500
3,0,7,7,1,3,2,2,3,0,0,2,1,3,3,8,1,3,1,2,4,9967,8,2000,2000,0,384,384,1430,2000.0,400,100,0,170000
3,3,7,5,2,3,1,3,0,4,0,1,0,3,3,5,0,3,2,1,4,10500,12,1971,2005,349,23,372,1109,1971.0,288,35,0,139000
3,3,0,5,1,3,1,3,3,4,0,1,0,2,3,6,0,5,2,1,0,8480,12,1947,1950,442,390,832,1216,1947.0,336,158,0,118500
3,3,0,7,1,3,0,3,3,2,0,2,0,3,3,6,1,5,2,1,4,6292,18,1928,1950,0,861,861,1477,1928.0,216,0,50,145000
3,0,7,5,1,3,1,3,0,0,1,1,0,3,3,6,2,1,1,2,0,11777,19,1966,1966,328,285,1164,1320,1966.0,564,160,68,164500
1,3,5,7,1,2,2,2,3,0,0,2,0,2,2,5,0,5,2,2,0,3604,21,2007,2007,0,689,689,1392,2007.0,540,0,102,146000
4,3,0,5,1,3,0,3,3,0,0,2,0,4,3,7,0,1,2,1,4,12150,17,1954,1954,0,1050,1050,1795,1954.0,352,0,0,131500
3,0,2,6,1,3,1,3,3,0,0,1,0,3,2,7,2,1,2,2,4,14585,12,1960,1987,594,331,1144,1429,1960.0,572,216,110,181900
